cod;nome;per√≠odo;homicidios-por-armas-de-fogo;homicidios-de-homens-por-armas-de-fogo;homicidios-homens;homicidios-de-jovens;homicidios-de-mulheres-por-armas-de-fogo;homicidios-mulheres-negras;homicidios-nao-negros;homicidios-mulheres;homicidios-de-jovens-homens;homicidio-de-jovens-por-armas-de-fogo;homicidios-homens-negros;homicidios;homicidios-de-jovens-mulheres;homicidios-homens-nao-negros;homicidios-negros;homicidios-mulheres-nao-negras
41;PR;1993;639;586.0;1099.0;567.0;53.0;;;138.0;505;320.0;;1237.0;62;;;
42;SC;1993;175;163.0;337.0;159.0;12.0;;;34.0;146;81.0;;371.0;13;;;
50;MS;1993;257;236.0;413.0;180.0;18.0;;;39.0;165;113.0;;457.0;14;;;
51;MT;1993;170;159.0;325.0;158.0;11.0;;;31.0;138;81.0;;356.0;20;;;
52;GO;1993;375;327.0;636.0;317.0;47.0;;;96.0;266;188.0;;734.0;51;;;
43;RS;1993;687;637.0;1064.0;565.0;50.0;;;113.0;516;369.0;;1177.0;49;;;
15;PA;1994;413;377.0;657.0;362.0;36.0;;;59.0;333;217.0;;716.0;29;;;
16;AP;1994;53;49.0;109.0;69.0;4.0;;;16.0;63;33.0;;125.0;6;;;
17;TO;1994;30;25.0;95.0;50.0;5.0;;;13.0;42;12.0;;109.0;8;;;
21;MA;1994;121;114.0;289.0;136.0;6.0;;;24.0;130;65.0;;314.0;6;;;
22;PI;1994;32;31.0;89.0;54.0;1.0;;;10.0;49;19.0;;99.0;5;;;
13;AM;1994;184;171.0;359.0;231.0;13.0;;;27.0;218;110.0;;387.0;13;;;
51;MT;1994;145;138.0;296.0;113.0;7.0;;;20.0;109;56.0;;316.0;4;;;
11;RO;1994;221;202.0;360.0;169.0;17.0;;;37.0;153;95.0;;399.0;16;;;
12;AC;1994;41;36.0;77.0;48.0;5.0;;;11.0;43;23.0;;88.0;5;;;
52;GO;1994;442;401.0;681.0;363.0;41.0;;;93.0;327;227.0;;774.0;36;;;
53;DF;1994;387;354.0;505.0;322.0;33.0;;;50.0;301;250.0;;556.0;21;;;
23;CE;1994;260;238.0;573.0;308.0;21.0;;;59.0;284;123.0;;636.0;22;;;
24;RN;1994;117;111.0;191.0;107.0;6.0;;;19.0;99;66.0;;211.0;7;;;
25;PB;1994;188;172.0;354.0;204.0;16.0;;;28.0;193;98.0;;385.0;9;;;
26;PE;1994;1897;1784.0;2399.0;1381.0;113.0;;;191.0;1300;1068.0;;2593.0;80;;;
27;AL;1994;384;360.0;567.0;257.0;24.0;;;48.0;236;166.0;;615.0;21;;;
28;SE;1994;213;190.0;307.0;181.0;21.0;;;32.0;167;5980.0;;344.0;14;;;
29;BA;1994;1164;1073.0;1551.0;963.0;88.0;;;180.0;880;716.0;;1739.0;82;;;
31;MG;1994;460;409.0;941.0;525.0;50.0;;;170.0;448;256.0;;1118.0;74;;;
32;ES;1994;596;549.0;1053.0;517.0;46.0;;;108.0;476;300.0;;1166.0;41;;;
33;RJ;1994;5430;5080.0;5922.0;3091.0;344.0;;;491.0;2909;2779.0;;6420.0;181;;;
35;SP;1994;4127;3868.0;9194.0;5915.0;259.0;;;787.0;5546;2645.0;;9981.0;369;;;
41;PR;1994;708;650.0;1130.0;570.0;58.0;;;130.0;516;356.0;;1260.0;54;;;
42;SC;1994;154;145.0;301.0;150.0;9.0;;;45.0;131;71.0;;346.0;19;;;
43;RS;1994;790;720.0;1196.0;644.0;70.0;;;138.0;588;426.0;;1334.0;56;;;
50;MS;1994;283;264.0;472.0;233.0;19.0;;;48.0;208;138.0;;522.0;24;;;
14;RR;1994;49;47.0;72.0;31.0;2.0;;;6.0;29;18.0;;78.0;2;;;
33;RJ;1995;6659;6240.0;7617.0;4129.0;408.0;;;587.0;3914;3567.0;;8218.0;214;;;
51;MT;1995;322;297.0;516.0;214.0;25.0;;;66.0;181;112.0;;583.0;33;;;
53;DF;1995;444;417.0;572.0;358.0;27.0;;;57.0;329;288.0;;629.0;29;;;
52;GO;1995;439;376.0;652.0;345.0;61.0;;;129.0;291;208.0;;784.0;54;;;
50;MS;1995;411;388.0;582.0;283.0;22.0;;;51.0;264;208.0;;636.0;18;;;
43;RS;1995;973;884.0;1288.0;668.0;89.0;;;151.0;604;494.0;;1439.0;64;;;
42;SC;1995;218;197.0;372.0;175.0;21.0;;;48.0;155;94.0;;420.0;20;;;
41;PR;1995;827;748.0;1223.0;666.0;79.0;;;163.0;595;445.0;;1387.0;71;;;
35;SP;1995;5159;4791.0;10596.0;6486.0;368.0;;;959.0;6030;3094.0;;11555.0;456;;;
32;ES;1995;610;557.0;1031.0;569.0;53.0;;;123.0;512;347.0;;1154.0;57;;;
31;MG;1995;607;558.0;1057.0;566.0;46.0;;;145.0;511;325.0;;1214.0;52;;;
29;BA;1995;1067;978.0;1360.0;783.0;79.0;;;165.0;723;604.0;;1536.0;57;;;
28;SE;1995;132;121.0;227.0;124.0;10.0;;;27.0;113;7333.0;;255.0;11;;;
27;AL;1995;485;447.0;680.0;291.0;38.0;;;62.0;262;203.0;;742.0;29;;;
26;PE;1995;2073;1942.0;2498.0;1372.0;128.0;;;205.0;1274;1127.0;;2706.0;96;;;
25;PB;1995;239;210.0;391.0;235.0;29.0;;;66.0;198;131.0;;457.0;37;;;
24;RN;1995;142;127.0;217.0;106.0;15.0;;;30.0;97;66.0;;247.0;9;;;
23;CE;1995;359;341.0;790.0;424.0;18.0;;;55.0;406;195.0;;845.0;18;;;
22;PI;1995;47;40.0;95.0;53.0;7.0;;;19.0;44;28.0;;114.0;9;;;
21;MA;1995;163;152.0;344.0;173.0;10.0;;;40.0;154;79.0;;385.0;19;;;
17;TO;1995;35;32.0;72.0;39.0;3.0;;;5.0;35;15.0;;77.0;4;;;
16;AP;1995;57;54.0;113.0;72.0;3.0;;;11.0;70;34.0;;124.0;2;;;
15;PA;1995;387;362.0;641.0;321.0;25.0;;;59.0;300;183.0;;700.0;21;;;
14;RR;1995;50;49.0;79.0;46.0;1.0;;;8.0;41;28.0;;87.0;5;;;
13;AM;1995;184;170.0;383.0;242.0;14.0;;;42.0;221;113.0;;425.0;21;;;
12;AC;1995;57;48.0;86.0;52.0;9.0;;;16.0;47;32.0;;103.0;5;;;
11;RO;1995;160;147.0;292.0;132.0;12.0;;;37.0;122;79.0;;330.0;10;;;
53;DF;1996;435;402.0;562.0;335.0;32.0;0.0;0.0;52.0;308;268.0;0.0;615.0;27;0.0;0.0;0.0
11;RO;1996;196;171.0;256.0;105.0;24.0;0.0;0.0;43.0;89;69.0;0.0;301.0;16;0.0;0.0;0.0
12;AC;1996;61;56.0;89.0;49.0;5.0;0.0;1.0;15.0;42;28.0;0.0;104.0;7;1.0;0.0;0.0
13;AM;1996;220;204.0;417.0;261.0;16.0;0.0;0.0;33.0;245;132.0;0.0;450.0;16;0.0;0.0;0.0
14;RR;1996;50;45.0;89.0;51.0;5.0;0.0;0.0;18.0;42;22.0;0.0;107.0;9;0.0;0.0;0.0
15;PA;1996;349;318.0;622.0;348.0;31.0;0.0;1.0;78.0;310;174.0;0.0;700.0;38;1.0;0.0;0.0
16;AP;1996;89;80.0;141.0;91.0;9.0;0.0;0.0;16.0;80;54.0;0.0;157.0;11;0.0;0.0;0.0
17;TO;1996;49;43.0;105.0;53.0;6.0;0.0;0.0;21.0;48;23.0;0.0;126.0;5;0.0;0.0;0.0
21;MA;1996;187;174.0;330.0;162.0;12.0;0.0;0.0;31.0;148;88.0;0.0;363.0;14;0.0;0.0;0.0
22;PI;1996;40;38.0;102.0;50.0;2.0;0.0;0.0;14.0;48;20.0;0.0;117.0;2;0.0;0.0;0.0
23;CE;1996;351;320.0;793.0;443.0;29.0;0.0;0.0;84.0;405;192.0;0.0;885.0;36;0.0;0.0;0.0
24;RN;1996;143;131.0;206.0;113.0;12.0;0.0;0.0;35.0;98;69.0;0.0;241.0;15;0.0;0.0;0.0
25;PB;1996;275;234.0;530.0;302.0;41.0;0.0;0.0;106.0;259;148.0;0.0;636.0;43;0.0;0.0;0.0
26;PE;1996;2325;2172.0;2773.0;1529.0;150.0;0.0;1.0;245.0;1442;1272.0;0.0;3022.0;84;1.0;0.0;0.0
27;AL;1996;515;472.0;671.0;327.0;43.0;0.0;0.0;70.0;295;233.0;0.0;741.0;32;0.0;0.0;0.0
28;SE;1996;152;137.0;207.0;121.0;14.0;0.0;0.0;30.0;108;7017.0;0.0;238.0;13;0.0;0.0;0.0
29;BA;1996;1488;1368.0;1707.0;1001.0;120.0;0.0;0.0;176.0;918;854.0;0.0;1883.0;83;0.0;0.0;0.0
31;MG;1996;647;559.0;1075.0;579.0;87.0;0.0;2.0;185.0;501;336.0;0.0;1261.0;77;2.0;0.0;0.0
32;ES;1996;661;597.0;1067.0;573.0;63.0;0.0;0.0;123.0;518;351.0;0.0;1191.0;54;0.0;0.0;0.0
33;RJ;1996;6017;5581.0;7369.0;3998.0;428.0;0.0;1.0;651.0;3747;3157.0;0.0;8034.0;248;1.0;0.0;0.0
35;SP;1996;5365;5022.0;11361.0;6808.0;343.0;24.0;1696.0;959.0;6377;3173.0;335.0;12320.0;431;1553.0;359.0;143.0
41;PR;1996;787;714.0;1225.0;676.0;73.0;0.0;0.0;154.0;599;438.0;0.0;1379.0;77;0.0;0.0;0.0
42;SC;1996;213;187.0;345.0;182.0;26.0;0.0;1.0;67.0;154;108.0;0.0;412.0;28;1.0;0.0;0.0
43;RS;1996;997;886.0;1290.0;677.0;111.0;0.0;0.0;192.0;593;492.0;0.0;1482.0;84;0.0;0.0;0.0
50;MS;1996;468;418.0;642.0;318.0;49.0;0.0;0.0;79.0;285;223.0;0.0;722.0;33;0.0;0.0;0.0
51;MT;1996;427;386.0;568.0;269.0;38.0;0.0;0.0;87.0;229;196.0;0.0;660.0;39;0.0;0.0;0.0
52;GO;1996;469;403.0;663.0;346.0;66.0;0.0;0.0;119.0;291;223.0;0.0;782.0;55;0.0;0.0;0.0
43;RS;1997;1147;1029.0;1458.0;765.0;118.0;23.0;1225.0;190.0;694;580.0;232.0;1648.0;71;1081.0;255.0;144.0
11;RO;1997;206;186.0;322.0;154.0;20.0;4.0;40.0;33.0;137;92.0;47.0;355.0;17;32.0;51.0;8.0
12;AC;1997;55;49.0;86.0;59.0;6.0;3.0;7.0;14.0;55;37.0;3.0;100.0;4;7.0;6.0;0.0
13;AM;1997;202;187.0;433.0;277.0;13.0;25.0;40.0;33.0;257;124.0;353.0;468.0;19;36.0;380.0;4.0
14;RR;1997;40;37.0;80.0;42.0;3.0;2.0;6.0;10.0;37;23.0;13.0;90.0;5;5.0;15.0;1.0
15;PA;1997;407;371.0;678.0;386.0;36.0;23.0;30.0;76.0;359;211.0;237.0;754.0;27;28.0;260.0;2.0
16;AP;1997;57;51.0;128.0;85.0;6.0;7.0;15.0;12.0;80;31.0;73.0;140.0;5;13.0;80.0;2.0
17;TO;1997;50;46.0;93.0;47.0;4.0;4.0;24.0;19.0;40;26.0;29.0;112.0;7;21.0;33.0;3.0
21;MA;1997;148;127.0;285.0;149.0;19.0;18.0;41.0;46.0;132;71.0;170.0;333.0;17;33.0;189.0;8.0
22;PI;1997;46;42.0;129.0;72.0;4.0;8.0;16.0;13.0;68;19.0;76.0;142.0;4;13.0;84.0;3.0
23;CE;1997;448;417.0;941.0;495.0;31.0;20.0;62.0;85.0;462;250.0;278.0;1026.0;33;55.0;298.0;7.0
24;RN;1997;153;139.0;208.0;124.0;14.0;10.0;66.0;27.0;114;89.0;118.0;235.0;10;54.0;128.0;12.0
25;PB;1997;327;299.0;449.0;247.0;27.0;8.0;27.0;42.0;225;166.0;67.0;492.0;21;26.0;75.0;1.0
26;PE;1997;3000;2850.0;3463.0;2057.0;145.0;37.0;347.0;243.0;1954;1779.0;586.0;3713.0;98;313.0;624.0;33.0
27;AL;1997;479;436.0;580.0;258.0;43.0;8.0;47.0;62.0;225;196.0;124.0;642.0;33;43.0;132.0;4.0
28;SE;1997;117;109.0;172.0;106.0;8.0;3.0;17.0;18.0;97;7600.0;47.0;190.0;9;14.0;50.0;3.0
29;BA;1997;1426;1328.0;1805.0;1093.0;98.0;11.0;18.0;175.0;1013;850.0;120.0;1981.0;80;14.0;131.0;4.0
31;MG;1997;728;656.0;1168.0;601.0;72.0;60.0;311.0;179.0;532;387.0;519.0;1347.0;69;262.0;579.0;49.0
32;ES;1997;955;887.0;1287.0;725.0;67.0;20.0;121.0;128.0;667;526.0;262.0;1416.0;58;105.0;283.0;16.0
33;RJ;1997;6161;5746.0;7298.0;4144.0;408.0;294.0;2468.0;646.0;3901;3413.0;3940.0;7954.0;243;2217.0;4238.0;250.0
35;SP;1997;5377;4973.0;11509.0;7036.0;404.0;151.0;2945.0;1028.0;6534;3274.0;2055.0;12537.0;502;2671.0;2206.0;274.0
41;PR;1997;896;832.0;1424.0;718.0;64.0;4.0;364.0;157.0;651;463.0;66.0;1581.0;67;328.0;70.0;36.0
42;SC;1997;225;205.0;372.0;173.0;20.0;1.0;123.0;51.0;156;97.0;10.0;423.0;17;111.0;11.0;12.0
50;MS;1997;495;453.0;652.0;307.0;38.0;0.0;3.0;71.0;285;232.0;1.0;729.0;22;3.0;1.0;0.0
51;MT;1997;437;398.0;673.0;302.0;36.0;23.0;113.0;88.0;268;189.0;212.0;766.0;34;91.0;235.0;21.0
52;GO;1997;431;387.0;646.0;327.0;42.0;16.0;81.0;94.0;293;207.0;121.0;744.0;32;68.0;137.0;13.0
53;DF;1997;432;402.0;565.0;349.0;30.0;31.0;83.0;48.0;328;282.0;388.0;613.0;21;73.0;419.0;10.0
41;PR;1998;961;893.0;1447.0;762.0;68.0;22.0;944.0;178.0;693;513.0;232.0;1625.0;69;827.0;254.0;117.0
11;RO;1998;311;290.0;449.0;209.0;21.0;7.0;83.0;45.0;189;141.0;105.0;494.0;20;72.0;112.0;11.0
52;GO;1998;434;390.0;616.0;325.0;36.0;12.0;84.0;76.0;294;217.0;180.0;704.0;24;71.0;193.0;12.0
51;MT;1998;537;490.0;737.0;356.0;46.0;46.0;200.0;93.0;311;255.0;364.0;832.0;44;176.0;411.0;23.0
50;MS;1998;418;376.0;595.0;306.0;41.0;2.0;13.0;73.0;268;210.0;8.0;670.0;38;10.0;10.0;3.0
43;RS;1998;1058;958.0;1343.0;716.0;100.0;30.0;1156.0;181.0;641;546.0;231.0;1524.0;75;1019.0;261.0;137.0
12;AC;1998;58;53.0;98.0;59.0;5.0;1.0;11.0;12.0;55;34.0;21.0;110.0;4;10.0;22.0;1.0
13;AM;1998;228;206.0;481.0;342.0;22.0;45.0;28.0;52.0;309;139.0;404.0;534.0;33;26.0;449.0;2.0
14;RR;1998;53;46.0;122.0;64.0;7.0;9.0;23.0;12.0;59;31.0;91.0;134.0;5;20.0;100.0;3.0
15;PA;1998;436;407.0;707.0;438.0;29.0;45.0;66.0;67.0;410;240.0;472.0;774.0;28;56.0;517.0;10.0
16;AP;1998;71;64.0;148.0;97.0;7.0;9.0;11.0;12.0;92;43.0;134.0;160.0;5;8.0;143.0;3.0
17;TO;1998;78;65.0;110.0;51.0;13.0;12.0;37.0;19.0;41;30.0;53.0;129.0;10;33.0;65.0;4.0
21;MA;1998;130;121.0;247.0;131.0;9.0;18.0;34.0;30.0;118;68.0;177.0;278.0;13;29.0;196.0;5.0
53;DF;1998;474;439.0;579.0;381.0;35.0;37.0;86.0;54.0;354;316.0;415.0;633.0;27;73.0;452.0;13.0
22;PI;1998;40;35.0;119.0;74.0;4.0;12.0;20.0;20.0;66;23.0;78.0;140.0;8;15.0;90.0;5.0
23;CE;1998;483;457.0;889.0;474.0;26.0;11.0;108.0;56.0;447;251.0;305.0;946.0;27;97.0;316.0;11.0
24;RN;1998;140;131.0;202.0;124.0;9.0;7.0;45.0;20.0;115;83.0;119.0;222.0;9;37.0;126.0;8.0
25;PB;1998;291;267.0;414.0;239.0;24.0;5.0;31.0;41.0;215;165.0;82.0;455.0;24;25.0;87.0;6.0
26;PE;1998;3651;3453.0;4141.0;2560.0;196.0;65.0;545.0;277.0;2437;2221.0;1106.0;4423.0;122;485.0;1171.0;60.0
27;AL;1998;414;386.0;537.0;260.0;28.0;18.0;55.0;45.0;234;192.0;216.0;582.0;26;47.0;234.0;8.0
28;SE;1998;105;99.0;162.0;87.0;6.0;5.0;14.0;13.0;84;8310.0;79.0;175.0;3;12.0;84.0;2.0
29;BA;1998;799;760.0;1169.0;656.0;38.0;24.0;47.0;101.0;616;462.0;248.0;1271.0;39;44.0;273.0;3.0
31;MG;1998;865;788.0;1310.0;729.0;77.0;92.0;420.0;201.0;648;480.0;700.0;1511.0;81;363.0;792.0;57.0
42;SC;1998;198;171.0;345.0;176.0;27.0;2.0;223.0;69.0;148;95.0;34.0;414.0;28;179.0;36.0;44.0
32;ES;1998;1161;1066.0;1508.0;880.0;93.0;32.0;178.0;163.0;816;669.0;328.0;1675.0;64;156.0;360.0;22.0
33;RJ;1998;5978;5570.0;7000.0;4008.0;398.0;255.0;2452.0;560.0;3783;3328.0;3631.0;7573.0;223;2246.0;3891.0;202.0
35;SP;1998;6302;5920.0;12952.0;8020.0;382.0;351.0;6864.0;1034.0;7502;3833.0;5434.0;13986.0;518;6291.0;5785.0;573.0
32;ES;1999;1121;1041.0;1396.0;815.0;80.0;45.0;230.0;128.0;752;664.0;554.0;1524.0;63;208.0;599.0;22.0
23;CE;1999;528;497.0;1012.0;512.0;31.0;34.0;164.0;91.0;478;262.0;518.0;1104.0;34;145.0;552.0;19.0
17;TO;1999;70;64.0;121.0;68.0;6.0;9.0;46.0;16.0;57;38.0;60.0;137.0;11;43.0;69.0;3.0
53;DF;1999;454;420.0;598.0;402.0;34.0;40.0;98.0;60.0;371;310.0;440.0;659.0;31;83.0;480.0;15.0
52;GO;1999;534;472.0;733.0;416.0;60.0;28.0;188.0;117.0;366;290.0;245.0;853.0;50;148.0;274.0;40.0
51;MT;1999;476;441.0;751.0;337.0;35.0;34.0;223.0;71.0;304;218.0;387.0;822.0;33;200.0;421.0;23.0
50;MS;1999;351;315.0;508.0;264.0;36.0;13.0;156.0;63.0;240;169.0;124.0;571.0;24;137.0;137.0;19.0
43;RS;1999;1085;995.0;1370.0;779.0;90.0;21.0;1173.0;163.0;711;596.0;249.0;1533.0;68;1039.0;270.0;134.0
42;SC;1999;179;160.0;335.0;147.0;19.0;1.0;259.0;50.0;128;77.0;44.0;385.0;19;217.0;45.0;42.0
41;PR;1999;1027;945.0;1522.0;813.0;81.0;30.0;1151.0;182.0;749;580.0;262.0;1706.0;64;1025.0;292.0;126.0
35;SP;1999;8017;7567.0;14640.0;9019.0;450.0;412.0;8367.0;1123.0;8490;4905.0;6182.0;15763.0;529;7723.0;6594.0;644.0
33;RJ;1999;6002;5607.0;6695.0;3876.0;380.0;265.0;2446.0;543.0;3650;3365.0;3726.0;7261.0;225;2212.0;3994.0;232.0
31;MG;1999;725;650.0;1373.0;792.0;74.0;110.0;437.0;222.0;693;413.0;732.0;1596.0;98;368.0;842.0;69.0
29;BA;1999;551;520.0;823.0;475.0;31.0;41.0;97.0;88.0;442;313.0;305.0;913.0;33;88.0;346.0;9.0
28;SE;1999;216;194.0;288.0;168.0;21.0;12.0;39.0;40.0;149;9347.0;101.0;329.0;18;32.0;114.0;7.0
27;AL;1999;382;353.0;499.0;273.0;29.0;30.0;54.0;55.0;252;202.0;338.0;554.0;21;47.0;368.0;7.0
26;PE;1999;3610;3401.0;3949.0;2414.0;206.0;143.0;583.0;265.0;2282;2166.0;2186.0;4217.0;130;528.0;2329.0;55.0
25;PB;1999;256;237.0;369.0;202.0;19.0;7.0;47.0;34.0;189;138.0;111.0;403.0;13;34.0;118.0;13.0
24;RN;1999;138;123.0;200.0;84.0;15.0;13.0;57.0;24.0;78;58.0;122.0;224.0;6;50.0;135.0;7.0
22;PI;1999;56;55.0;126.0;75.0;1.0;6.0;18.0;7.0;71;33.0;85.0;133.0;4;18.0;91.0;0.0
21;MA;1999;102;95.0;233.0;113.0;7.0;14.0;41.0;27.0;105;44.0;135.0;262.0;7;37.0;149.0;3.0
16;AP;1999;60;55.0;175.0;124.0;5.0;16.0;11.0;17.0;113;41.0;163.0;192.0;11;10.0;179.0;1.0
15;PA;1999;344;325.0;601.0;314.0;18.0;31.0;67.0;39.0;297;175.0;462.0;642.0;16;66.0;494.0;1.0
14;RR;1999;60;54.0;139.0;77.0;6.0;6.0;57.0;15.0;73;34.0;82.0;154.0;4;49.0;88.0;8.0
13;AM;1999;222;203.0;475.0;316.0;19.0;45.0;38.0;51.0;292;137.0;422.0;527.0;24;33.0;467.0;4.0
12;AC;1999;14;12.0;44.0;26.0;2.0;2.0;15.0;7.0;22;6.0;15.0;51.0;4;12.0;17.0;3.0
11;RO;1999;322;298.0;392.0;171.0;23.0;15.0;109.0;38.0;155;129.0;153.0;432.0;16;96.0;168.0;12.0
21;MA;2000;141;138.0;320.0;187.0;12.0;24.0;60.0;32.0;170;64.0;230.0;352.0;17;56.0;254.0;4.0
22;PI;2000;98;5744.0;214.0;126.0;2.0;8.0;36.0;14.0;118;55.0;138.0;230.0;7;33.0;147.0;3.0
23;CE;2000;657;89.0;1131.0;620.0;54.0;51.0;211.0;106.0;577;340.0;656.0;1238.0;43;182.0;708.0;29.0
24;RN;2000;147;1015.0;235.0;122.0;9.0;10.0;61.0;22.0;109;79.0;161.0;257.0;13;50.0;171.0;11.0
25;PB;2000;372;705.0;463.0;297.0;32.0;32.0;59.0;44.0;277;227.0;351.0;507.0;20;52.0;383.0;7.0
26;PE;2000;3617;941.0;3980.0;2470.0;212.0;202.0;546.0;310.0;2317;2190.0;3003.0;4290.0;153;476.0;3205.0;70.0
27;AL;2000;484;234.0;663.0;395.0;33.0;46.0;102.0;64.0;365;277.0;487.0;727.0;30;92.0;533.0;10.0
42;SC;2000;222;407.0;380.0;172.0;26.0;9.0;332.0;53.0;154;99.0;47.0;433.0;18;292.0;56.0;40.0
28;SE;2000;279;633.0;373.0;218.0;18.0;15.0;67.0;37.0;208;157.0;171.0;410.0;10;62.0;186.0;5.0
29;BA;2000;766;31.0;1108.0;666.0;59.0;90.0;94.0;132.0;607;451.0;802.0;1242.0;59;79.0;892.0;15.0
31;MG;2000;1420;451.0;1857.0;1166.0;117.0;125.0;643.0;252.0;1058;900.0;1126.0;2109.0;108;541.0;1251.0;102.0
32;ES;2000;1004;96.0;1322.0;744.0;63.0;49.0;260.0;113.0;692;576.0;624.0;1435.0;52;237.0;673.0;23.0
33;RJ;2000;6126;9043.0;6795.0;3982.0;375.0;265.0;2694.0;540.0;3761;3459.0;4003.0;7350.0;220;2447.0;4271.0;246.0
35;SP;2000;9642;648.0;14441.0;9249.0;599.0;378.0;8850.0;1150.0;8705;6116.0;6029.0;15591.0;544;8110.0;6407.0;740.0
41;PR;2000;1093;1303.0;1623.0;892.0;76.0;22.0;1379.0;164.0;833;620.0;331.0;1789.0;59;1242.0;353.0;137.0
43;RS;2000;1250;196.0;1491.0;800.0;91.0;22.0;1363.0;175.0;747;662.0;250.0;1668.0;53;1216.0;272.0;147.0
50;MS;2000;448;3405.0;577.0;314.0;41.0;30.0;297.0;72.0;281;246.0;273.0;651.0;33;259.0;303.0;38.0
51;MT;2000;691;340.0;909.0;422.0;43.0;47.0;336.0;81.0;396;325.0;561.0;990.0;26;303.0;608.0;33.0
52;GO;2000;706;603.0;940.0;548.0;71.0;53.0;320.0;142.0;482;406.0;472.0;1085.0;65;269.0;526.0;51.0
53;DF;2000;501;129.0;644.0;407.0;23.0;32.0;104.0;41.0;388;334.0;533.0;687.0;19;97.0;565.0;7.0
11;RO;2000;277;259.0;419.0;210.0;18.0;22.0;123.0;46.0;191;127.0;230.0;466.0;19;109.0;252.0;14.0
12;AC;2000;39;35.0;93.0;67.0;4.0;7.0;49.0;13.0;58;21.0;44.0;106.0;9;44.0;51.0;5.0
13;AM;2000;247;437.0;516.0;352.0;13.0;28.0;48.0;36.0;331;165.0;454.0;552.0;21;42.0;482.0;6.0
14;RR;2000;47;1159.0;108.0;68.0;4.0;12.0;28.0;22.0;59;28.0;89.0;130.0;9;18.0;101.0;10.0
15;PA;2000;461;261.0;743.0;418.0;24.0;55.0;95.0;63.0;388;247.0;603.0;806.0;30;88.0;658.0;7.0
16;AP;2000;33;43.0;152.0;107.0;2.0;4.0;12.0;4.0;105;24.0;124.0;156.0;2;12.0;128.0;0.0
17;TO;2000;97;477.0;160.0;86.0;8.0;10.0;57.0;16.0;81;57.0;103.0;176.0;5;52.0;113.0;5.0
11;RO;2001;377;343.0;508.0;240.0;34.0;35.0;201.0;65.0;208;157.0;275.0;573.0;32;178.0;310.0;23.0
12;AC;2001;54;51.0;109.0;72.0;3.0;5.0;35.0;12.0;64;36.0;65.0;121.0;8;31.0;70.0;4.0
13;AM;2001;199;497.0;430.0;285.0;15.0;45.0;58.0;55.0;258;124.0;371.0;485.0;27;50.0;416.0;8.0
14;RR;2001;42;1241.0;101.0;51.0;1.0;6.0;22.0;7.0;48;20.0;76.0;108.0;3;21.0;82.0;1.0
15;PA;2001;543;347.0;869.0;515.0;46.0;74.0;116.0;97.0;469;289.0;725.0;966.0;46;96.0;799.0;20.0
16;AP;2001;43;41.0;170.0;115.0;1.0;9.0;15.0;12.0;108;21.0;155.0;182.0;7;13.0;164.0;2.0
17;TO;2001;131;470.0;189.0;89.0;11.0;14.0;69.0;23.0;79;60.0;126.0;212.0;10;60.0;140.0;9.0
21;MA;2001;221;202.0;509.0;296.0;19.0;36.0;97.0;54.0;271;120.0;403.0;563.0;25;81.0;439.0;16.0
53;DF;2001;495;202.0;649.0;447.0;25.0;34.0;95.0;44.0;419;362.0;549.0;693.0;28;87.0;583.0;8.0
52;GO;2001;752;595.0;1035.0;591.0;64.0;61.0;348.0;131.0;533;420.0;606.0;1167.0;58;306.0;667.0;42.0
51;MT;2001;582;323.0;880.0;427.0;42.0;56.0;309.0;92.0;384;286.0;573.0;973.0;43;276.0;629.0;33.0
50;MS;2001;395;3748.0;555.0;267.0;35.0;31.0;294.0;64.0;235;190.0;277.0;621.0;32;265.0;308.0;29.0
43;RS;2001;1343;244.0;1674.0;880.0;102.0;17.0;1498.0;180.0;807;719.0;300.0;1854.0;73;1342.0;317.0;156.0
42;SC;2001;269;358.0;417.0;214.0;25.0;7.0;361.0;60.0;189;133.0;61.0;477.0;25;320.0;68.0;41.0
41;PR;2001;1269;1461.0;1852.0;1041.0;101.0;24.0;1639.0;197.0;946;731.0;333.0;2052.0;95;1469.0;358.0;169.0
35;SP;2001;10625;539.0;14669.0;9193.0;618.0;379.0;9000.0;1100.0;8655;6588.0;6096.0;15773.0;538;8301.0;6475.0;699.0
33;RJ;2001;6134;10006.0;6767.0;3962.0;384.0;306.0;2514.0;566.0;3726;3511.0;4003.0;7362.0;236;2306.0;4309.0;206.0
